home,away,homeOdd,drawOdd,awaysOdd,homeR,awayR,matchtime,leagueWK,day
WHU,WOL,2.43,3.23,3.02,1,2,6:02:00,WEEK 19,Sunday
MNC,WOL,1.57,4.03,6.02,1,2,6:04:00,WEEK 20,Sunday
BOU,TOT,3.54,3.00,2.30,0,2,6:04:00,WEEK 20,Sunday
NOR,MNU,4.38,3.33,1.91,0,1,6:04:00,WEEK 20,Sunday
LIV,SOU,1.42,4.55,7.93,1,1,6:04:00,WEEK 20,Sunday
BRI,SHU,1.95,3.29,4.25,0,3,6:04:00,WEEK 20,Sunday
EVE,CRY,1.86,3.42,4.51,0,2,6:04:00,WEEK 20,Sunday
ARS,NWC,2.24,3.07,3.57,2,2,6:04:00,WEEK 20,Sunday
ASV,CHE,3.54,3.00,2.30,2,2,6:04:00,WEEK 20,Sunday
WHU,WAT,1.94,3.32,4.25,1,3,6:04:00,WEEK 20,Sunday
LEI,BUR,1.55,4.05,6.24,0,2,6:04:00,WEEK 20,Sunday
SOU,NOR,1.76,3.44,5.15,1,1,6:06:00,WEEK 21,Sunday
WAT,MNC,6.08,4.37,1.52,1,3,6:06:00,WEEK 21,Sunday
MNU,WHU,2.05,3.21,3.95,1,1,6:06:00,WEEK 21,Sunday
CHE,BUR,1.46,4.38,7.18,0,1,6:06:00,WEEK 21,Sunday
BRI,LEI,2.88,3.14,2.59,2,1,6:06:00,WEEK 21,Sunday
TOT,ARS,2.43,3.24,3.02,0,3,6:06:00,WEEK 21,Sunday
SHU,BOU,2.43,3.24,3.01,2,1,6:06:00,WEEK 21,Sunday
CRY,ASV,1.96,3.25,4.27,3,1,6:06:00,WEEK 21,Sunday
NWC,LIV,4.16,3.81,1.82,1,2,6:06:00,WEEK 21,Sunday
WOL,EVE,2.38,3.20,3.13,1,4,6:06:00,WEEK 21,Sunday
EVE,WAT,1.86,3.42,4.51,2,1,6:08:00,WEEK 22,Sunday
BOU,BRI,2.29,3.02,3.53,0,3,6:08:00,WEEK 22,Sunday
NOR,NWC,3.84,3.16,2.10,1,2,6:08:00,WEEK 22,Sunday
ARS,SHU,1.46,4.38,7.18,2,1,6:08:00,WEEK 22,Sunday
LIV,TOT,1.77,3.63,4.72,1,1,6:08:00,WEEK 22,Sunday
MNC,MNU,1.77,3.63,4.72,1,3,6:08:00,WEEK 22,Sunday
ASV,WOL,3.03,3.20,2.44,2,1,6:08:00,WEEK 22,Sunday
LEI,CHE,2.88,3.23,2.53,0,3,6:08:00,WEEK 22,Sunday
BUR,CRY,3.02,3.19,2.46,1,1,6:08:00,WEEK 22,Sunday
WHU,SOU,1.94,3.32,4.25,1,0,6:08:00,WEEK 22,Sunday
SHU,LIV,8.62,4.90,1.36,1,3,6:10:00,WEEK 23,Sunday
WOL,BUR,1.46,4.36,7.20,3,2,6:10:00,WEEK 23,Sunday
CRY,CHE,3.19,3.18,2.36,0,2,6:10:00,WEEK 23,Sunday
TOT,NOR,1.46,4.38,7.18,2,1,6:10:00,WEEK 23,Sunday
BOU,LEI,2.88,3.14,2.59,1,3,6:10:00,WEEK 23,Sunday
NWC,WHU,2.15,3.09,3.79,2,1,6:10:00,WEEK 23,Sunday
SOU,MNC,6.08,4.37,1.52,0,0,6:10:00,WEEK 23,Sunday
BRI,ARS,3.54,3.00,2.30,2,2,6:10:00,WEEK 23,Sunday
MNU,EVE,2.24,3.07,3.57,3,2,6:10:00,WEEK 23,Sunday
WAT,ASV,1.96,3.25,4.27,1,0,6:10:00,WEEK 23,Sunday
CHE,WOL,2.24,3.07,3.57,2,0,6:12:00,WEEK 24,Sunday
WHU,TOT,2.88,3.23,2.53,3,2,6:12:00,WEEK 24,Sunday
NOR,SHU,2.24,3.07,3.58,0,4,6:12:00,WEEK 24,Sunday
ARS,BOU,1.65,3.63,5.82,3,1,6:12:00,WEEK 24,Sunday
MNC,NWC,1.57,4.03,6.02,4,2,6:12:00,WEEK 24,Sunday
BUR,WAT,3.02,3.19,2.46,3,1,6:12:00,WEEK 24,Sunday
ASV,MNU,3.54,3.00,2.30,1,3,6:12:00,WEEK 24,Sunday
LEI,CRY,1.94,3.32,4.25,2,2,6:12:00,WEEK 24,Sunday
EVE,SOU,1.86,3.42,4.51,2,0,6:12:00,WEEK 24,Sunday
LIV,BRI,1.29,5.52,10.1,0,2,6:12:00,WEEK 24,Sunday
SHU,WHU,3.55,2.98,2.30,0,1,6:14:00,WEEK 25,Sunday
WOL,CRY,1.86,3.42,4.51,0,1,6:14:00,WEEK 25,Sunday
BRI,NOR,1.95,3.29,4.25,0,0,6:14:00,WEEK 25,Sunday
SOU,ASV,1.96,3.25,4.27,1,1,6:14:00,WEEK 25,Sunday
MNU,BUR,1.46,4.38,7.18,2,1,6:14:00,WEEK 25,Sunday
ARS,LEI,2.05,3.21,3.95,1,1,6:14:00,WEEK 25,Sunday
BOU,LIV,7.60,4.66,1.42,3,2,6:14:00,WEEK 25,Sunday
WAT,CHE,3.19,3.18,2.36,3,0,6:14:00,WEEK 25,Sunday
TOT,MNC,3.52,3.65,2.02,2,2,6:14:00,WEEK 25,Sunday
NWC,EVE,2.38,3.20,3.13,4,1,6:14:00,WEEK 25,Sunday
EVE,TOT,2.48,3.20,2.98,0,1,6:16:00,WEEK 26,Sunday
CHE,MNU,2.43,3.24,3.02,0,1,6:16:00,WEEK 26,Sunday
MNC,SHU,1.23,6.21,13.0,0,0,6:16:00,WEEK 26,Sunday
BUR,SOU,3.02,3.19,2.46,0,0,6:16:00,WEEK 26,Sunday
NOR,BOU,2.43,3.24,3.01,1,2,6:16:00,WEEK 26,Sunday
LIV,ARS,1.77,3.63,4.72,2,1,6:16:00,WEEK 26,Sunday
CRY,WAT,2.29,3.00,3.54,1,1,6:16:00,WEEK 26,Sunday
ASV,NWC,3.03,3.20,2.44,1,2,6:16:00,WEEK 26,Sunday
WHU,BRI,1.77,3.43,5.15,0,2,6:16:00,WEEK 26,Sunday
LEI,WOL,2.43,3.23,3.02,1,0,6:16:00,WEEK 26,Sunday
NWC,BUR,1.46,4.36,7.20,2,0,6:18:00,WEEK 27,Sunday
ARS,NOR,1.46,4.38,7.18,3,3,6:18:00,WEEK 27,Sunday
SHU,EVE,3.84,3.16,2.10,0,0,6:18:00,WEEK 27,Sunday
SOU,CHE,3.19,3.18,2.36,1,1,6:18:00,WEEK 27,Sunday
WAT,WOL,3.00,3.16,2.49,1,1,6:18:00,WEEK 27,Sunday
LIV,LEI,1.47,4.38,7.03,5,0,6:18:00,WEEK 27,Sunday
TOT,ASV,1.65,3.63,5.82,3,0,6:18:00,WEEK 27,Sunday
BRI,MNC,7.60,4.66,1.42,0,1,6:18:00,WEEK 27,Sunday
MNU,CRY,1.86,3.41,4.51,1,1,6:18:00,WEEK 27,Sunday
BOU,WHU,2.88,3.14,2.59,3,1,6:18:00,WEEK 27,Sunday
CHE,NWC,2.24,3.07,3.57,0,3,6:20:00,WEEK 28,Sunday
EVE,BRI,1.65,3.63,5.82,1,2,6:20:00,WEEK 28,Sunday
ASV,SHU,1.95,3.29,4.25,1,2,6:20:00,WEEK 28,Sunday
CRY,SOU,2.29,3.00,3.54,0,2,6:20:00,WEEK 28,Sunday
MNC,BOU,1.29,5.52,10.1,1,1,6:20:00,WEEK 28,Sunday
NOR,LIV,8.62,4.90,1.36,1,5,6:20:00,WEEK 28,Sunday
LEI,WAT,1.94,3.32,4.25,0,5,6:20:00,WEEK 28,Sunday
BUR,TOT,4.38,3.33,1.91,0,2,6:20:00,WEEK 28,Sunday
WOL,MNU,2.48,3.20,2.98,2,1,6:20:00,WEEK 28,Sunday
WHU,ARS,2.88,3.23,2.53,1,2,6:20:00,WEEK 28,Sunday
LIV,WHU,1.47,4.38,7.03,2,0,6:22:00,WEEK 29,Sunday
NWC,CRY,1.86,3.42,4.51,0,0,6:22:00,WEEK 29,Sunday
ARS,MNC,3.52,3.65,2.02,1,1,6:22:00,WEEK 29,Sunday
BOU,EVE,3.03,3.20,2.44,1,1,6:22:00,WEEK 29,Sunday
SHU,BUR,2.24,3.07,3.58,0,2,6:22:00,WEEK 29,Sunday
BRI,ASV,2.29,3.02,3.53,3,1,6:22:00,WEEK 29,Sunday
NOR,LEI,3.55,2.98,2.30,2,1,6:22:00,WEEK 29,Sunday
MNU,WAT,1.86,3.41,4.51,3,2,6:22:00,WEEK 29,Sunday
SOU,WOL,3.00,3.16,2.49,1,3,6:22:00,WEEK 29,Sunday
TOT,CHE,2.43,3.24,3.02,1,4,6:22:00,WEEK 29,Sunday
CRY,TOT,3.19,3.18,2.36,2,1,6:24:00,WEEK 30,Sunday
ASV,BOU,2.29,3.02,3.53,0,3,6:24:00,WEEK 30,Sunday
BUR,BRI,2.43,3.24,3.01,0,2,6:24:00,WEEK 30,Sunday
WOL,NWC,2.38,3.20,3.13,1,1,6:24:00,WEEK 30,Sunday
WAT,SOU,2.29,3.00,3.54,2,1,6:24:00,WEEK 30,Sunday
LEI,MNU,2.88,3.23,2.53,1,0,6:24:00,WEEK 30,Sunday
EVE,ARS,2.48,3.20,2.98,0,4,6:24:00,WEEK 30,Sunday
WHU,NOR,1.55,4.05,6.24,0,0,6:24:00,WEEK 30,Sunday
CHE,SHU,1.46,4.38,7.18,0,1,6:24:00,WEEK 30,Sunday
MNC,LIV,2.45,3.19,3.03,2,2,6:24:00,WEEK 30,Sunday
BOU,BUR,1.95,3.29,4.25,2,2,6:26:00,WEEK 31,Sunday
LIV,EVE,1.57,4.03,6.02,2,1,6:26:00,WEEK 31,Sunday
BRI,CHE,3.54,3.00,2.30,1,2,6:26:00,WEEK 31,Sunday
SOU,MNU,3.19,3.18,2.36,3,2,6:26:00,WEEK 31,Sunday
TOT,WOL,2.24,3.07,3.57,0,3,6:26:00,WEEK 31,Sunday
WHU,LEI,2.30,2.97,3.55,0,0,6:26:00,WEEK 31,Sunday
NWC,WAT,1.86,3.42,4.51,2,0,6:26:00,WEEK 31,Sunday
ARS,ASV,1.65,3.63,5.82,2,1,6:26:00,WEEK 31,Sunday
SHU,CRY,3.02,3.19,2.46,1,1,6:26:00,WEEK 31,Sunday
NOR,MNC,8.62,4.90,1.36,0,3,6:26:00,WEEK 31,Sunday
WAT,TOT,3.19,3.18,2.36,1,0,6:28:00,WEEK 32,Sunday
MNC,WHU,1.47,4.38,7.03,2,0,6:28:00,WEEK 32,Sunday
EVE,NOR,1.46,4.36,7.20,1,0,6:28:00,WEEK 32,Sunday
LEI,SOU,1.94,3.32,4.25,4,1,6:28:00,WEEK 32,Sunday
ASV,LIV,7.60,4.66,1.42,1,2,6:28:00,WEEK 32,Sunday
WOL,SHU,1.46,4.36,7.20,1,0,6:28:00,WEEK 32,Sunday
MNU,NWC,2.24,3.07,3.57,0,1,6:28:00,WEEK 32,Sunday
CHE,BOU,1.65,3.63,5.82,0,0,6:28:00,WEEK 32,Sunday
BUR,ARS,4.38,3.33,1.91,0,1,6:28:00,WEEK 32,Sunday
CRY,BRI,1.96,3.25,4.27,4,0,6:28:00,WEEK 32,Sunday
BRI,WOL,3.03,3.20,2.44,2,0,6:30:00,WEEK 33,Sunday
MNC,LEI,1.47,4.38,7.03,1,1,6:30:00,WEEK 33,Sunday
ARS,CHE,2.43,3.24,3.02,1,2,6:30:00,WEEK 33,Sunday
BOU,CRY,2.45,3.19,3.03,1,1,6:30:00,WEEK 33,Sunday
WHU,EVE,2.43,3.23,3.02,3,0,6:30:00,WEEK 33,Sunday
SHU,WAT,3.02,3.19,2.46,0,0,6:30:00,WEEK 33,Sunday
LIV,BUR,1.23,6.21,13.0,6,0,6:30:00,WEEK 33,Sunday
NOR,ASV,2.43,3.24,3.01,4,0,6:30:00,WEEK 33,Sunday
TOT,MNU,2.43,3.24,3.02,0,3,6:30:00,WEEK 33,Sunday
NWC,SOU,1.86,3.42,4.51,5,1,6:30:00,WEEK 33,Sunday
BUR,NOR,2.24,3.07,3.58,2,2,6:32:00,WEEK 34,Sunday
WAT,BRI,1.96,3.25,4.27,1,3,6:32:00,WEEK 34,Sunday
MNU,SHU,1.46,4.38,7.18,4,1,6:32:00,WEEK 34,Sunday
EVE,MNC,4.16,3.81,1.82,1,1,6:32:00,WEEK 34,Sunday
WOL,BOU,1.65,3.63,5.82,0,0,6:32:00,WEEK 34,Sunday
CRY,ARS,3.19,3.18,2.36,0,1,6:32:00,WEEK 34,Sunday
LEI,NWC,2.43,3.23,3.02,3,3,6:32:00,WEEK 34,Sunday
ASV,WHU,2.88,3.14,2.59,2,1,6:32:00,WEEK 34,Sunday
SOU,TOT,3.19,3.18,2.36,1,0,6:32:00,WEEK 34,Sunday
CHE,LIV,3.52,3.65,2.02,2,3,6:32:00,WEEK 34,Sunday
BRI,MNU,3.54,3.00,2.30,2,0,6:34:00,WEEK 35,Sunday
LIV,CRY,1.42,4.55,7.93,2,2,6:34:00,WEEK 35,Sunday
MNC,ASV,1.29,5.52,10.1,5,0,6:34:00,WEEK 35,Sunday
SHU,SOU,3.02,3.19,2.46,3,3,6:34:00,WEEK 35,Sunday
WHU,BUR,1.55,4.05,6.24,1,1,6:34:00,WEEK 35,Sunday
EVE,LEI,2.15,3.09,3.79,0,2,6:34:00,WEEK 35,Sunday
ARS,WOL,2.24,3.07,3.57,0,2,6:34:00,WEEK 35,Sunday
NOR,CHE,4.38,3.33,1.91,0,1,6:34:00,WEEK 35,Sunday
TOT,NWC,2.24,3.07,3.57,2,2,6:34:00,WEEK 35,Sunday
BOU,WAT,2.45,3.19,3.03,1,0,6:34:00,WEEK 35,Sunday
SOU,BRI,1.96,3.25,4.27,1,1,6:36:00,WEEK 36,Sunday
CHE,WHU,2.05,3.21,3.95,1,0,6:36:00,WEEK 36,Sunday
NWC,SHU,1.46,4.36,7.20,0,0,6:36:00,WEEK 36,Sunday
ASV,EVE,3.03,3.20,2.44,2,0,6:36:00,WEEK 36,Sunday
BUR,MNC,8.62,4.90,1.36,1,4,6:36:00,WEEK 36,Sunday
WOL,LIV,4.16,3.81,1.82,1,1,6:36:00,WEEK 36,Sunday
LEI,TOT,2.88,3.23,2.53,2,3,6:36:00,WEEK 36,Sunday
MNU,BOU,1.65,3.63,5.82,2,0,6:36:00,WEEK 36,Sunday
CRY,NOR,1.76,3.44,5.15,1,0,6:36:00,WEEK 36,Sunday
WAT,ARS,3.19,3.18,2.36,0,0,6:36:00,WEEK 36,Sunday
EVE,BUR,1.46,4.36,7.20,3,0,6:38:00,WEEK 37,Sunday
BRI,NWC,3.03,3.20,2.44,3,0,6:38:00,WEEK 37,Sunday
ARS,MNU,2.43,3.24,3.02,4,0,6:38:00,WEEK 37,Sunday
ASV,LEI,2.88,3.14,2.59,2,1,6:38:00,WEEK 37,Sunday
WHU,CRY,1.94,3.32,4.25,3,1,6:38:00,WEEK 37,Sunday
SHU,TOT,4.38,3.33,1.91,0,1,6:38:00,WEEK 37,Sunday
NOR,WOL,3.84,3.16,2.10,1,2,6:38:00,WEEK 37,Sunday
MNC,CHE,1.77,3.63,4.72,2,1,6:38:00,WEEK 37,Sunday
BOU,SOU,2.45,3.19,3.03,2,3,6:38:00,WEEK 37,Sunday
LIV,WAT,1.42,4.55,7.93,2,2,6:38:00,WEEK 37,Sunday
BUR,ASV,2.43,3.24,3.01,1,1,6:40:00,WEEK 38,Sunday
WAT,NOR,1.76,3.44,5.15,1,1,6:40:00,WEEK 38,Sunday
LEI,SHU,1.55,4.05,6.24,1,1,6:40:00,WEEK 38,Sunday
MNU,LIV,3.52,3.65,2.02,0,0,6:40:00,WEEK 38,Sunday
CHE,EVE,2.24,3.07,3.57,2,0,6:40:00,WEEK 38,Sunday
TOT,BRI,1.65,3.63,5.82,2,1,6:40:00,WEEK 38,Sunday
CRY,MNC,6.08,4.37,1.52,0,0,6:40:00,WEEK 38,Sunday
SOU,ARS,3.19,3.18,2.36,0,2,6:40:00,WEEK 38,Sunday
WOL,WHU,2.15,3.09,3.79,2,2,6:40:00,WEEK 38,Sunday
NWC,BOU,1.65,3.63,5.82,4,0,6:40:00,WEEK 38,Sunday
TOT,MNU,2.43,3.24,3.02,2,1,6:42:00,WEEK 01,Sunday
ARS,WOL,2.24,3.07,3.57,2,2,6:42:00,WEEK 01,Sunday
BRI,NWC,3.03,3.20,2.44,0,4,6:42:00,WEEK 01,Sunday
LEI,ASV,1.77,3.43,5.15,3,0,6:42:00,WEEK 01,Sunday
NOR,CHE,4.38,3.33,1.91,1,3,6:42:00,WEEK 01,Sunday
LIV,WHU,1.47,4.38,7.03,2,2,6:42:00,WEEK 01,Sunday
MNC,WAT,1.42,4.55,7.93,2,1,6:42:00,WEEK 01,Sunday
BUR,SOU,3.02,3.19,2.46,0,1,6:42:00,WEEK 01,Sunday
CRY,SHU,1.76,3.44,5.15,2,0,6:42:00,WEEK 01,Sunday
BOU,EVE,3.03,3.20,2.44,1,1,6:42:00,WEEK 01,Sunday
SOU,LIV,6.08,4.37,1.52,2,2,6:44:00,WEEK 02,Sunday
MNU,BUR,1.46,4.38,7.18,1,1,6:44:00,WEEK 02,Sunday
EVE,NOR,1.46,4.36,7.20,4,1,6:44:00,WEEK 02,Sunday
NWC,TOT,2.48,3.20,2.98,2,0,6:44:00,WEEK 02,Sunday
ASV,BRI,2.29,3.02,3.53,1,1,6:44:00,WEEK 02,Sunday
WAT,ARS,3.19,3.18,2.36,1,2,6:44:00,WEEK 02,Sunday
CRY,BOU,1.96,3.25,4.27,0,1,6:44:00,WEEK 02,Sunday
SHU,WHU,3.55,2.98,2.30,1,1,6:44:00,WEEK 02,Sunday
CHE,MNC,3.52,3.65,2.02,1,4,6:44:00,WEEK 02,Sunday
WOL,LEI,2.15,3.09,3.79,3,3,6:44:00,WEEK 02,Sunday
WHU,SOU,1.94,3.32,4.25,1,3,6:46:00,WEEK 03,Sunday
LEI,WAT,1.94,3.32,4.25,0,1,6:46:00,WEEK 03,Sunday
MNC,EVE,1.57,4.03,6.02,1,0,6:46:00,WEEK 03,Sunday
ARS,CHE,2.43,3.24,3.02,0,1,6:46:00,WEEK 03,Sunday
BUR,NWC,3.84,3.16,2.10,2,3,6:46:00,WEEK 03,Sunday
TOT,ASV,1.65,3.63,5.82,2,2,6:46:00,WEEK 03,Sunday
BRI,WOL,3.03,3.20,2.44,2,2,6:46:00,WEEK 03,Sunday
NOR,CRY,3.02,3.19,2.46,1,3,6:46:00,WEEK 03,Sunday
BOU,SHU,1.95,3.29,4.25,0,3,6:46:00,WEEK 03,Sunday
LIV,MNU,1.77,3.63,4.72,1,1,6:46:00,WEEK 03,Sunday
WAT,BRI,1.96,3.25,4.27,1,3,6:48:00,WEEK 04,Sunday
CHE,LEI,2.05,3.21,3.95,1,0,6:48:00,WEEK 04,Sunday
CRY,MNC,6.08,4.37,1.52,1,3,6:48:00,WEEK 04,Sunday
EVE,ARS,2.48,3.20,2.98,0,2,6:48:00,WEEK 04,Sunday
MNU,WHU,2.05,3.21,3.95,2,2,6:48:00,WEEK 04,Sunday
ASV,BUR,1.95,3.29,4.25,1,0,6:48:00,WEEK 04,Sunday
WOL,TOT,2.48,3.20,2.98,1,3,6:48:00,WEEK 04,Sunday
SHU,SOU,3.02,3.19,2.46,2,1,6:48:00,WEEK 04,Sunday
NWC,LIV,4.16,3.81,1.82,0,3,6:48:00,WEEK 04,Sunday
BOU,NOR,1.95,3.29,4.25,0,0,6:48:00,WEEK 04,Sunday
MNC,BOU,1.29,5.52,10.1,4,1,6:50:00,WEEK 05,Sunday
WHU,NWC,2.43,3.23,3.02,2,1,6:50:00,WEEK 05,Sunday
LIV,ASV,1.29,5.52,10.1,4,0,6:50:00,WEEK 05,Sunday
NOR,SHU,2.24,3.07,3.58,2,0,6:50:00,WEEK 05,Sunday
BRI,CHE,3.54,3.00,2.30,1,0,6:50:00,WEEK 05,Sunday
BUR,WOL,3.84,3.16,2.10,0,3,6:50:00,WEEK 05,Sunday
SOU,MNU,3.19,3.18,2.36,2,2,6:50:00,WEEK 05,Sunday
LEI,EVE,2.43,3.23,3.02,2,1,6:50:00,WEEK 05,Sunday
TOT,WAT,1.86,3.41,4.51,1,1,6:50:00,WEEK 05,Sunday
ARS,CRY,1.86,3.41,4.51,2,2,6:50:00,WEEK 05,Sunday
ASV,WHU,2.88,3.14,2.59,3,1,6:52:00,WEEK 06,Sunday
CRY,LEI,2.44,3.21,3.03,1,0,6:52:00,WEEK 06,Sunday
EVE,BRI,1.65,3.63,5.82,1,1,6:52:00,WEEK 06,Sunday
WOL,LIV,4.16,3.81,1.82,0,3,6:52:00,WEEK 06,Sunday
NOR,MNC,8.62,4.90,1.36,1,4,6:52:00,WEEK 06,Sunday
WAT,BUR,1.76,3.44,5.15,2,1,6:52:00,WEEK 06,Sunday
SHU,MNU,4.38,3.33,1.91,1,2,6:52:00,WEEK 06,Sunday
CHE,TOT,2.43,3.24,3.02,4,0,6:52:00,WEEK 06,Sunday
BOU,ARS,3.54,3.00,2.30,0,3,6:52:00,WEEK 06,Sunday
NWC,SOU,1.86,3.42,4.51,2,2,6:52:00,WEEK 06,Sunday
MNU,NWC,2.24,3.07,3.57,3,3,6:54:00,WEEK 07,Sunday
SOU,ASV,1.96,3.25,4.27,0,0,6:54:00,WEEK 07,Sunday
BRI,CRY,2.45,3.19,3.03,1,1,6:54:00,WEEK 07,Sunday
BUR,CHE,4.38,3.33,1.91,1,3,6:54:00,WEEK 07,Sunday
TOT,EVE,2.24,3.07,3.57,1,2,6:54:00,WEEK 07,Sunday
ARS,NOR,1.46,4.38,7.18,1,1,6:54:00,WEEK 07,Sunday
LIV,WAT,1.42,4.55,7.93,2,1,6:54:00,WEEK 07,Sunday
WHU,WOL,2.43,3.23,3.02,3,0,6:54:00,WEEK 07,Sunday
MNC,SHU,1.23,6.21,13.0,0,0,6:54:00,WEEK 07,Sunday
LEI,BOU,1.77,3.43,5.15,0,2,6:54:00,WEEK 07,Sunday
SHU,NWC,3.84,3.16,2.10,2,3,6:56:00,WEEK 08,Sunday
CRY,TOT,3.19,3.18,2.36,1,2,6:56:00,WEEK 08,Sunday
WOL,SOU,1.86,3.42,4.51,4,2,6:56:00,WEEK 08,Sunday
ASV,MNU,3.54,3.00,2.30,0,0,6:56:00,WEEK 08,Sunday
BOU,BRI,2.29,3.02,3.53,1,0,6:56:00,WEEK 08,Sunday
EVE,BUR,1.46,4.36,7.20,1,0,6:56:00,WEEK 08,Sunday
MNC,ARS,1.77,3.63,4.72,2,2,6:56:00,WEEK 08,Sunday
CHE,LIV,3.52,3.65,2.02,0,4,6:56:00,WEEK 08,Sunday
WAT,WHU,2.44,3.21,3.03,0,4,6:56:00,WEEK 08,Sunday
NOR,LEI,3.55,2.98,2.30,0,2,6:56:00,WEEK 08,Sunday
WHU,CHE,2.88,3.23,2.53,1,2,6:58:00,WEEK 09,Sunday
BUR,CRY,3.02,3.19,2.46,0,2,6:58:00,WEEK 09,Sunday
NWC,ASV,1.65,3.63,5.82,1,0,6:58:00,WEEK 09,Sunday
MNU,WOL,2.24,3.07,3.57,0,2,6:58:00,WEEK 09,Sunday
BRI,NOR,1.95,3.29,4.25,2,1,6:58:00,WEEK 09,Sunday
LEI,MNC,5.07,3.91,1.67,2,0,6:58:00,WEEK 09,Sunday
ARS,SHU,1.46,4.38,7.18,4,0,6:58:00,WEEK 09,Sunday
TOT,BOU,1.65,3.63,5.82,1,1,6:58:00,WEEK 09,Sunday
SOU,WAT,2.29,3.00,3.54,3,1,6:58:00,WEEK 09,Sunday
LIV,EVE,1.57,4.03,6.02,4,0,6:58:00,WEEK 09,Sunday
CHE,SOU,1.86,3.41,4.51,3,2,7:00:00,WEEK 10,Sunday
ARS,LEI,2.05,3.21,3.95,2,1,7:00:00,WEEK 10,Sunday
NOR,TOT,4.38,3.33,1.91,0,0,7:00:00,WEEK 10,Sunday
MNC,BRI,1.29,5.52,10.1,3,2,7:00:00,WEEK 10,Sunday
EVE,WHU,2.15,3.09,3.79,1,1,7:00:00,WEEK 10,Sunday
BOU,BUR,1.95,3.29,4.25,3,3,7:00:00,WEEK 10,Sunday
SHU,ASV,2.43,3.24,3.01,1,0,7:00:00,WEEK 10,Sunday
WOL,NWC,2.38,3.20,3.13,0,0,7:00:00,WEEK 10,Sunday
CRY,LIV,6.08,4.37,1.52,1,2,7:00:00,WEEK 10,Sunday
WAT,MNU,3.19,3.18,2.36,0,0,7:00:00,WEEK 10,Sunday
LIV,BOU,1.29,5.52,10.1,1,0,7:02:00,WEEK 11,Sunday
NWC,WAT,1.86,3.42,4.51,5,0,7:02:00,WEEK 11,Sunday
TOT,MNC,3.52,3.65,2.02,1,0,7:02:00,WEEK 11,Sunday
LEI,SHU,1.55,4.05,6.24,2,0,7:02:00,WEEK 11,Sunday
BUR,NOR,2.24,3.07,3.58,0,1,7:02:00,WEEK 11,Sunday
WHU,CRY,1.94,3.32,4.25,2,2,7:02:00,WEEK 11,Sunday
MNU,CHE,2.43,3.24,3.02,1,1,7:02:00,WEEK 11,Sunday
SOU,EVE,3.00,3.16,2.49,0,4,7:02:00,WEEK 11,Sunday
ASV,WOL,3.03,3.20,2.44,0,4,7:02:00,WEEK 11,Sunday
BRI,ARS,3.54,3.00,2.30,0,1,7:02:00,WEEK 11,Sunday
MNC,BUR,1.23,6.21,13.0,5,1,7:04:00,WEEK 12,Sunday
SHU,WOL,3.84,3.16,2.10,1,0,7:04:00,WEEK 12,Sunday
NOR,LIV,8.62,4.90,1.36,0,5,7:04:00,WEEK 12,Sunday
CRY,SOU,2.29,3.00,3.54,0,5,7:04:00,WEEK 12,Sunday
BOU,WHU,2.88,3.14,2.59,3,3,7:04:00,WEEK 12,Sunday
CHE,NWC,2.24,3.07,3.57,2,1,7:04:00,WEEK 12,Sunday
EVE,MNU,2.48,3.20,2.98,2,0,7:04:00,WEEK 12,Sunday
LEI,BRI,1.77,3.43,5.15,2,0,7:04:00,WEEK 12,Sunday
ARS,TOT,2.43,3.24,3.02,0,1,7:04:00,WEEK 12,Sunday
WAT,ASV,1.96,3.25,4.27,1,1,7:04:00,WEEK 12,Sunday
ASV,CHE,3.54,3.00,2.30,0,1,7:06:00,WEEK 13,Sunday
SOU,BOU,1.96,3.25,4.27,0,0,7:06:00,WEEK 13,Sunday
WHU,NOR,1.55,4.05,6.24,4,0,7:06:00,WEEK 13,Sunday
MNU,CRY,1.86,3.41,4.51,2,2,7:06:00,WEEK 13,Sunday
LIV,MNC,2.45,3.19,3.03,3,1,7:06:00,WEEK 13,Sunday
BUR,ARS,4.38,3.33,1.91,1,1,7:06:00,WEEK 13,Sunday
BRI,SHU,1.95,3.29,4.25,2,1,7:06:00,WEEK 13,Sunday
TOT,LEI,2.05,3.21,3.95,4,0,7:06:00,WEEK 13,Sunday
WOL,WAT,1.86,3.42,4.51,3,0,7:06:00,WEEK 13,Sunday
NWC,EVE,2.38,3.20,3.13,1,1,7:06:00,WEEK 13,Sunday
EVE,ASV,1.65,3.63,5.82,2,0,7:08:00,WEEK 14,Sunday
ARS,LIV,3.52,3.65,2.02,3,1,7:08:00,WEEK 14,Sunday
SHU,WAT,3.02,3.19,2.46,2,1,7:08:00,WEEK 14,Sunday
BOU,MNU,3.54,3.00,2.30,0,1,7:08:00,WEEK 14,Sunday
MNC,WHU,1.47,4.38,7.03,1,0,7:08:00,WEEK 14,Sunday
CRY,NWC,3.00,3.16,2.49,1,2,7:08:00,WEEK 14,Sunday
CHE,WOL,2.24,3.07,3.57,2,0,7:08:00,WEEK 14,Sunday
BRI,TOT,3.54,3.00,2.30,3,1,7:08:00,WEEK 14,Sunday
LEI,BUR,1.55,4.05,6.24,1,0,7:08:00,WEEK 14,Sunday
NOR,SOU,3.02,3.19,2.46,2,1,7:08:00,WEEK 14,Sunday
TOT,SHU,1.46,4.38,7.18,1,1,7:10:00,WEEK 15,Sunday
