home,away,homeOdd,drawOdd,awaysOdd,homeR,awayR,matchtime,leagueWK,day
SHU,MNC,8.62,4.90,1.36,1,5,10:50:00,WEEK 13,Saturday
LEI,ASV,1.77,3.43,5.15,3,0,10:50:00,WEEK 13,Saturday
MNU,BUR,1.46,4.38,7.18,1,0,10:50:00,WEEK 13,Saturday
WHU,NOR,1.55,4.05,6.24,2,1,10:50:00,WEEK 13,Saturday
TOT,WAT,1.86,3.41,4.51,2,2,10:50:00,WEEK 13,Saturday
ASV,CHE,3.54,3.00,2.30,3,1,10:52:00,WEEK 14,Saturday
BUR,TOT,4.38,3.33,1.91,2,0,10:52:00,WEEK 14,Saturday
BOU,EVE,3.03,3.20,2.44,0,0,10:52:00,WEEK 14,Saturday
ARS,WHU,2.05,3.21,3.95,3,2,10:52:00,WEEK 14,Saturday
WOL,SHU,1.46,4.36,7.20,2,0,10:52:00,WEEK 14,Saturday
NOR,BRI,2.43,3.24,3.01,3,1,10:52:00,WEEK 14,Saturday
MNC,LEI,1.47,4.38,7.03,0,2,10:52:00,WEEK 14,Saturday
LIV,WAT,1.42,4.55,7.93,4,0,10:52:00,WEEK 14,Saturday
SOU,MNU,3.19,3.18,2.36,1,1,10:52:00,WEEK 14,Saturday
NWC,CRY,1.86,3.42,4.51,2,2,10:52:00,WEEK 14,Saturday
BRI,ARS,3.54,3.00,2.30,1,1,10:54:00,WEEK 15,Saturday
WAT,BUR,1.76,3.44,5.15,1,1,10:54:00,WEEK 15,Saturday
LEI,WOL,2.43,3.23,3.02,2,1,10:54:00,WEEK 15,Saturday
CRY,NOR,1.76,3.44,5.15,0,0,10:54:00,WEEK 15,Saturday
MNU,ASV,1.65,3.63,5.82,2,1,10:54:00,WEEK 15,Saturday
EVE,LIV,4.16,3.81,1.82,1,0,10:54:00,WEEK 15,Saturday
TOT,SOU,1.86,3.41,4.51,1,2,10:54:00,WEEK 15,Saturday
SHU,NWC,3.84,3.16,2.10,1,0,10:54:00,WEEK 15,Saturday
CHE,MNC,3.52,3.65,2.02,2,1,10:54:00,WEEK 15,Saturday
WHU,BOU,1.77,3.43,5.15,2,1,10:54:00,WEEK 15,Saturday
LIV,BUR,1.23,6.21,13.0,4,1,10:56:00,WEEK 16,Saturday
ASV,TOT,3.54,3.00,2.30,2,2,10:56:00,WEEK 16,Saturday
MNC,MNU,1.77,3.63,4.72,2,1,10:56:00,WEEK 16,Saturday
SOU,WAT,2.29,3.00,3.54,0,0,10:56:00,WEEK 16,Saturday
BOU,BRI,2.29,3.02,3.53,2,0,10:56:00,WEEK 16,Saturday
EVE,WHU,2.15,3.09,3.79,1,1,10:56:00,WEEK 16,Saturday
NOR,SHU,2.24,3.07,3.58,1,2,10:56:00,WEEK 16,Saturday
WOL,CHE,2.48,3.20,2.98,3,3,10:56:00,WEEK 16,Saturday
ARS,CRY,1.86,3.41,4.51,3,0,10:56:00,WEEK 16,Saturday
NWC,LEI,2.15,3.09,3.79,1,0,10:56:00,WEEK 16,Saturday
WHU,LIV,5.07,3.91,1.67,2,3,10:58:00,WEEK 17,Saturday
WAT,ASV,1.96,3.25,4.27,1,3,10:58:00,WEEK 17,Saturday
LEI,NOR,1.55,4.05,6.24,4,0,10:58:00,WEEK 17,Saturday
BRI,EVE,3.03,3.20,2.44,3,3,10:58:00,WEEK 17,Saturday
MNU,WOL,2.24,3.07,3.57,1,0,10:58:00,WEEK 17,Saturday
CRY,BOU,1.96,3.25,4.27,0,0,10:58:00,WEEK 17,Saturday
CHE,NWC,2.24,3.07,3.57,2,0,10:58:00,WEEK 17,Saturday
SHU,ARS,4.38,3.33,1.91,1,1,10:58:00,WEEK 17,Saturday
TOT,MNC,3.52,3.65,2.02,2,3,10:58:00,WEEK 17,Saturday
BUR,SOU,3.02,3.19,2.46,0,3,10:58:00,WEEK 17,Saturday
WOL,TOT,2.48,3.20,2.98,0,3,11:00:00,WEEK 18,Saturday
ARS,LEI,2.05,3.21,3.95,1,0,11:00:00,WEEK 18,Saturday
EVE,CRY,1.86,3.42,4.51,0,0,11:00:00,WEEK 18,Saturday
MNC,WAT,1.42,4.55,7.93,1,0,11:00:00,WEEK 18,Saturday
NWC,MNU,2.48,3.20,2.98,0,3,11:00:00,WEEK 18,Saturday
BOU,SHU,1.95,3.29,4.25,3,0,11:00:00,WEEK 18,Saturday
ASV,BUR,1.95,3.29,4.25,1,2,11:00:00,WEEK 18,Saturday
WHU,BRI,1.77,3.43,5.15,1,3,11:00:00,WEEK 18,Saturday
LIV,SOU,1.42,4.55,7.93,4,1,11:00:00,WEEK 18,Saturday
NOR,CHE,4.38,3.33,1.91,1,1,11:00:00,WEEK 18,Saturday
MNU,NOR,1.46,4.38,7.18,2,1,11:02:00,WEEK 19,Saturday
SHU,EVE,3.84,3.16,2.10,0,1,11:02:00,WEEK 19,Saturday
BUR,MNC,8.62,4.90,1.36,0,2,11:02:00,WEEK 19,Saturday
WAT,WOL,3.00,3.16,2.49,1,3,11:02:00,WEEK 19,Saturday
LEI,BOU,1.77,3.43,5.15,1,0,11:02:00,WEEK 19,Saturday
CRY,WHU,2.44,3.21,3.03,1,1,11:02:00,WEEK 19,Saturday
TOT,NWC,2.24,3.07,3.57,1,2,11:02:00,WEEK 19,Saturday
SOU,ASV,1.96,3.25,4.27,1,3,11:02:00,WEEK 19,Saturday
BRI,LIV,7.60,4.66,1.42,2,3,11:02:00,WEEK 19,Saturday
CHE,ARS,2.43,3.24,3.02,1,5,11:02:00,WEEK 19,Saturday
SHU,WHU,3.55,2.98,2.30,1,0,11:04:00,WEEK 20,Saturday
WAT,NWC,3.00,3.16,2.49,1,4,11:04:00,WEEK 20,Saturday
LEI,EVE,2.43,3.23,3.02,4,0,11:04:00,WEEK 20,Saturday
BUR,WOL,3.84,3.16,2.10,1,0,11:04:00,WEEK 20,Saturday
TOT,NOR,1.46,4.38,7.18,1,1,11:04:00,WEEK 20,Saturday
LIV,ASV,1.29,5.52,10.1,2,0,11:04:00,WEEK 20,Saturday
CHE,BOU,1.65,3.63,5.82,0,1,11:04:00,WEEK 20,Saturday
SOU,MNC,6.08,4.37,1.52,2,3,11:04:00,WEEK 20,Saturday
CRY,BRI,1.96,3.25,4.27,2,1,11:04:00,WEEK 20,Saturday
MNU,ARS,2.43,3.24,3.02,2,3,11:04:00,WEEK 20,Saturday
CRY,LIV,6.08,4.37,1.52,1,2,11:06:00,WEEK 21,Saturday
NWC,BUR,1.46,4.36,7.20,2,0,11:06:00,WEEK 21,Saturday
ARS,TOT,2.43,3.24,3.02,3,3,11:06:00,WEEK 21,Saturday
WHU,LEI,2.30,2.97,3.55,4,2,11:06:00,WEEK 21,Saturday
MNC,ASV,1.29,5.52,10.1,5,1,11:06:00,WEEK 21,Saturday
BOU,MNU,3.54,3.00,2.30,3,3,11:06:00,WEEK 21,Saturday
NOR,WAT,3.02,3.19,2.46,1,1,11:06:00,WEEK 21,Saturday
BRI,SHU,1.95,3.29,4.25,1,1,11:06:00,WEEK 21,Saturday
EVE,CHE,2.48,3.20,2.98,0,2,11:06:00,WEEK 21,Saturday
WOL,SOU,1.86,3.42,4.51,2,1,11:06:00,WEEK 21,Saturday
CHE,WHU,2.05,3.21,3.95,2,1,11:08:00,WEEK 22,Saturday
BUR,NOR,2.24,3.07,3.58,1,0,11:08:00,WEEK 22,Saturday
LIV,MNC,2.45,3.19,3.03,1,1,11:08:00,WEEK 22,Saturday
SOU,NWC,3.00,3.16,2.49,0,0,11:08:00,WEEK 22,Saturday
TOT,BOU,1.65,3.63,5.82,3,0,11:08:00,WEEK 22,Saturday
WAT,ARS,3.19,3.18,2.36,1,0,11:08:00,WEEK 22,Saturday
MNU,EVE,2.24,3.07,3.57,2,1,11:08:00,WEEK 22,Saturday
SHU,CRY,3.02,3.19,2.46,1,1,11:08:00,WEEK 22,Saturday
ASV,WOL,3.03,3.20,2.44,2,2,11:08:00,WEEK 22,Saturday
LEI,BRI,1.77,3.43,5.15,2,0,11:08:00,WEEK 22,Saturday
ARS,BUR,1.46,4.38,7.18,0,1,11:10:00,WEEK 23,Saturday
BOU,WAT,2.45,3.19,3.03,0,0,11:10:00,WEEK 23,Saturday
SHU,LIV,8.62,4.90,1.36,3,0,11:10:00,WEEK 23,Saturday
CRY,LEI,2.44,3.21,3.03,2,2,11:10:00,WEEK 23,Saturday
BRI,CHE,3.54,3.00,2.30,0,1,11:10:00,WEEK 23,Saturday
NOR,SOU,3.02,3.19,2.46,0,2,11:10:00,WEEK 23,Saturday
NWC,ASV,1.65,3.63,5.82,2,1,11:10:00,WEEK 23,Saturday
WHU,MNU,2.88,3.23,2.53,3,2,11:10:00,WEEK 23,Saturday
WOL,MNC,4.16,3.81,1.82,1,1,11:10:00,WEEK 23,Saturday
EVE,TOT,2.48,3.20,2.98,4,2,11:10:00,WEEK 23,Saturday
TOT,WHU,2.05,3.21,3.95,1,0,11:12:00,WEEK 24,Saturday
SOU,ARS,3.19,3.18,2.36,0,2,11:12:00,WEEK 24,Saturday
LEI,SHU,1.55,4.05,6.24,1,0,11:12:00,WEEK 24,Saturday
ASV,NOR,1.95,3.29,4.25,2,2,11:12:00,WEEK 24,Saturday
BUR,BOU,2.43,3.24,3.01,1,2,11:12:00,WEEK 24,Saturday
CHE,CRY,1.86,3.41,4.51,1,1,11:12:00,WEEK 24,Saturday
MNC,NWC,1.57,4.03,6.02,1,0,11:12:00,WEEK 24,Saturday
LIV,WOL,1.57,4.03,6.02,0,1,11:12:00,WEEK 24,Saturday
WAT,EVE,3.00,3.16,2.49,1,2,11:12:00,WEEK 24,Saturday
MNU,BRI,1.65,3.63,5.82,3,1,11:12:00,WEEK 24,Saturday
WHU,WAT,1.94,3.32,4.25,2,2,11:14:00,WEEK 25,Saturday
NWC,WOL,2.38,3.20,3.13,4,1,11:14:00,WEEK 25,Saturday
BRI,TOT,3.54,3.00,2.30,1,3,11:14:00,WEEK 25,Saturday
ARS,ASV,1.65,3.63,5.82,0,0,11:14:00,WEEK 25,Saturday
EVE,BUR,1.46,4.36,7.20,3,1,11:14:00,WEEK 25,Saturday
SHU,CHE,4.38,3.33,1.91,1,0,11:14:00,WEEK 25,Saturday
CRY,MNU,3.19,3.18,2.36,2,2,11:14:00,WEEK 25,Saturday
LEI,LIV,5.07,3.91,1.67,0,3,11:14:00,WEEK 25,Saturday
NOR,MNC,8.62,4.90,1.36,0,2,11:14:00,WEEK 25,Saturday
BOU,SOU,2.45,3.19,3.03,1,4,11:14:00,WEEK 25,Saturday
MNC,ARS,1.77,3.63,4.72,0,1,11:16:00,WEEK 26,Saturday
WAT,BRI,1.96,3.25,4.27,2,1,11:16:00,WEEK 26,Saturday
ASV,BOU,2.29,3.02,3.53,1,0,11:16:00,WEEK 26,Saturday
WOL,NOR,1.46,4.36,7.20,2,0,11:16:00,WEEK 26,Saturday
SOU,EVE,3.00,3.16,2.49,4,0,11:16:00,WEEK 26,Saturday
LIV,NWC,1.57,4.03,6.02,1,2,11:16:00,WEEK 26,Saturday
CHE,LEI,2.05,3.21,3.95,2,1,11:16:00,WEEK 26,Saturday
MNU,SHU,1.46,4.38,7.18,0,1,11:16:00,WEEK 26,Saturday
BUR,WHU,3.55,2.98,2.30,0,2,11:16:00,WEEK 26,Saturday
TOT,CRY,1.86,3.41,4.51,0,3,11:16:00,WEEK 26,Saturday
SHU,TOT,4.38,3.33,1.91,2,1,11:18:00,WEEK 27,Saturday
ARS,WOL,2.24,3.07,3.57,2,1,11:18:00,WEEK 27,Saturday
BOU,MNC,7.60,4.66,1.42,0,2,11:18:00,WEEK 27,Saturday
BRI,BUR,1.95,3.29,4.25,2,1,11:18:00,WEEK 27,Saturday
NOR,NWC,3.84,3.16,2.10,2,1,11:18:00,WEEK 27,Saturday
CRY,WAT,2.29,3.00,3.54,3,1,11:18:00,WEEK 27,Saturday
WHU,SOU,1.94,3.32,4.25,1,0,11:18:00,WEEK 27,Saturday
CHE,LIV,3.52,3.65,2.02,2,3,11:18:00,WEEK 27,Saturday
EVE,ASV,1.65,3.63,5.82,1,2,11:18:00,WEEK 27,Saturday
LEI,MNU,2.88,3.23,2.53,2,1,11:18:00,WEEK 27,Saturday
NWC,ARS,2.48,3.20,2.98,1,0,11:20:00,WEEK 28,Saturday
MNU,CHE,2.43,3.24,3.02,2,2,11:20:00,WEEK 28,Saturday
LIV,NOR,1.23,6.21,13.0,2,0,11:20:00,WEEK 28,Saturday
BUR,CRY,3.02,3.19,2.46,2,0,11:20:00,WEEK 28,Saturday
MNC,EVE,1.57,4.03,6.02,1,1,11:20:00,WEEK 28,Saturday
SOU,BRI,1.96,3.25,4.27,1,1,11:20:00,WEEK 28,Saturday
WOL,BOU,1.65,3.63,5.82,4,0,11:20:00,WEEK 28,Saturday
WAT,SHU,1.76,3.44,5.15,2,0,11:20:00,WEEK 28,Saturday
ASV,WHU,2.88,3.14,2.59,1,1,11:20:00,WEEK 28,Saturday
TOT,LEI,2.05,3.21,3.95,2,2,11:20:00,WEEK 28,Saturday
LEI,WAT,1.94,3.32,4.25,1,1,11:22:00,WEEK 29,Saturday
SHU,BUR,2.24,3.07,3.58,0,0,11:22:00,WEEK 29,Saturday
ARS,NOR,1.46,4.38,7.18,2,1,11:22:00,WEEK 29,Saturday
WHU,MNC,5.07,3.91,1.67,2,3,11:22:00,WEEK 29,Saturday
MNU,LIV,3.52,3.65,2.02,1,2,11:22:00,WEEK 29,Saturday
CHE,TOT,2.43,3.24,3.02,0,0,11:22:00,WEEK 29,Saturday
BOU,NWC,3.03,3.20,2.44,1,2,11:22:00,WEEK 29,Saturday
CRY,SOU,2.29,3.00,3.54,1,1,11:22:00,WEEK 29,Saturday
BRI,ASV,2.29,3.02,3.53,2,1,11:22:00,WEEK 29,Saturday
EVE,WOL,2.38,3.20,3.13,1,1,11:22:00,WEEK 29,Saturday
ASV,CRY,2.45,3.19,3.03,3,2,11:24:00,WEEK 30,Saturday
BUR,LEI,3.55,2.98,2.30,2,3,11:24:00,WEEK 30,Saturday
NWC,EVE,2.38,3.20,3.13,0,4,11:24:00,WEEK 30,Saturday
SOU,SHU,1.76,3.44,5.15,1,0,11:24:00,WEEK 30,Saturday
TOT,MNU,2.43,3.24,3.02,3,1,11:24:00,WEEK 30,Saturday
WOL,WHU,2.15,3.09,3.79,1,0,11:24:00,WEEK 30,Saturday
WAT,CHE,3.19,3.18,2.36,2,0,11:24:00,WEEK 30,Saturday
LIV,ARS,1.77,3.63,4.72,4,1,11:24:00,WEEK 30,Saturday
MNC,BRI,1.29,5.52,10.1,2,1,11:24:00,WEEK 30,Saturday
NOR,BOU,2.43,3.24,3.01,0,0,11:24:00,WEEK 30,Saturday
LEI,SOU,1.94,3.32,4.25,1,2,11:26:00,WEEK 31,Saturday
TOT,LIV,3.52,3.65,2.02,1,3,11:26:00,WEEK 31,Saturday
WHU,NWC,2.43,3.23,3.02,2,2,11:26:00,WEEK 31,Saturday
BOU,ARS,3.54,3.00,2.30,2,2,11:26:00,WEEK 31,Saturday
CHE,BUR,1.46,4.38,7.18,1,3,11:26:00,WEEK 31,Saturday
CRY,MNC,6.08,4.37,1.52,0,2,11:26:00,WEEK 31,Saturday
BRI,WOL,3.03,3.20,2.44,2,1,11:26:00,WEEK 31,Saturday
SHU,ASV,2.43,3.24,3.01,0,3,11:26:00,WEEK 31,Saturday
EVE,NOR,1.46,4.36,7.20,1,2,11:26:00,WEEK 31,Saturday
MNU,WAT,1.86,3.41,4.51,2,1,11:26:00,WEEK 31,Saturday
ASV,LEI,2.88,3.14,2.59,1,0,11:28:00,WEEK 32,Saturday
ARS,EVE,2.24,3.07,3.57,3,2,11:28:00,WEEK 32,Saturday
NWC,BRI,1.65,3.63,5.82,0,2,11:28:00,WEEK 32,Saturday
WAT,TOT,3.19,3.18,2.36,0,0,11:28:00,WEEK 32,Saturday
BUR,MNU,4.38,3.33,1.91,0,2,11:28:00,WEEK 32,Saturday
SOU,CHE,3.19,3.18,2.36,0,1,11:28:00,WEEK 32,Saturday
MNC,SHU,1.23,6.21,13.0,0,0,11:28:00,WEEK 32,Saturday
NOR,WHU,3.55,2.98,2.30,1,0,11:28:00,WEEK 32,Saturday
WOL,CRY,1.86,3.42,4.51,1,2,11:28:00,WEEK 32,Saturday
LIV,BOU,1.29,5.52,10.1,0,0,11:28:00,WEEK 32,Saturday
MNU,SOU,1.86,3.41,4.51,1,0,11:30:00,WEEK 33,Saturday
CHE,ASV,1.65,3.63,5.82,3,0,11:30:00,WEEK 33,Saturday
LEI,MNC,5.07,3.91,1.67,0,2,11:30:00,WEEK 33,Saturday
EVE,BOU,1.65,3.63,5.82,4,0,11:30:00,WEEK 33,Saturday
WAT,LIV,6.08,4.37,1.52,1,3,11:30:00,WEEK 33,Saturday
SHU,WOL,3.84,3.16,2.10,0,0,11:30:00,WEEK 33,Saturday
BRI,NOR,1.95,3.29,4.25,1,0,11:30:00,WEEK 33,Saturday
TOT,BUR,1.46,4.38,7.18,2,1,11:30:00,WEEK 33,Saturday
CRY,NWC,3.00,3.16,2.49,1,1,11:30:00,WEEK 33,Saturday
WHU,ARS,2.88,3.23,2.53,1,1,11:30:00,WEEK 33,Saturday
WOL,LEI,2.15,3.09,3.79,1,0,11:32:00,WEEK 34,Saturday
SOU,TOT,3.19,3.18,2.36,0,1,11:32:00,WEEK 34,Saturday
NWC,SHU,1.46,4.36,7.20,0,0,11:32:00,WEEK 34,Saturday
ARS,BRI,1.65,3.63,5.82,0,2,11:32:00,WEEK 34,Saturday
BOU,WHU,2.88,3.14,2.59,0,0,11:32:00,WEEK 34,Saturday
BUR,WAT,3.02,3.19,2.46,1,1,11:32:00,WEEK 34,Saturday
NOR,CRY,3.02,3.19,2.46,0,0,11:32:00,WEEK 34,Saturday
MNC,CHE,1.77,3.63,4.72,2,2,11:32:00,WEEK 34,Saturday
ASV,MNU,3.54,3.00,2.30,2,2,11:32:00,WEEK 34,Saturday
LIV,EVE,1.57,4.03,6.02,3,1,11:32:00,WEEK 34,Saturday
WAT,SOU,2.29,3.00,3.54,3,0,11:34:00,WEEK 35,Saturday
SHU,NOR,2.24,3.07,3.58,2,1,11:34:00,WEEK 35,Saturday
TOT,ASV,1.65,3.63,5.82,4,1,11:34:00,WEEK 35,Saturday
WHU,EVE,2.43,3.23,3.02,3,0,11:34:00,WEEK 35,Saturday
BRI,BOU,2.29,3.02,3.53,0,1,11:34:00,WEEK 35,Saturday
MNU,MNC,3.52,3.65,2.02,1,0,11:34:00,WEEK 35,Saturday
LEI,NWC,2.43,3.23,3.02,2,0,11:34:00,WEEK 35,Saturday
CHE,WOL,2.24,3.07,3.57,1,3,11:34:00,WEEK 35,Saturday
BUR,LIV,8.62,4.90,1.36,1,3,11:34:00,WEEK 35,Saturday
CRY,ARS,3.19,3.18,2.36,0,0,11:34:00,WEEK 35,Saturday
ARS,SHU,1.46,4.38,7.18,0,1,11:36:00,WEEK 36,Saturday
MNC,TOT,1.77,3.63,4.72,2,1,11:36:00,WEEK 36,Saturday
NOR,LEI,3.55,2.98,2.30,1,3,11:36:00,WEEK 36,Saturday
LIV,WHU,1.47,4.38,7.03,2,1,11:36:00,WEEK 36,Saturday
EVE,BRI,1.65,3.63,5.82,1,1,11:36:00,WEEK 36,Saturday
BOU,CRY,2.45,3.19,3.03,1,3,11:36:00,WEEK 36,Saturday
NWC,CHE,2.48,3.20,2.98,0,3,11:36:00,WEEK 36,Saturday
WOL,MNU,2.48,3.20,2.98,2,1,11:36:00,WEEK 36,Saturday
ASV,WAT,2.45,3.19,3.03,4,0,11:36:00,WEEK 36,Saturday
SOU,BUR,1.76,3.44,5.15,1,0,11:36:00,WEEK 36,Saturday
CHE,NOR,1.46,4.38,7.18,1,1,11:38:00,WEEK 37,Saturday
BRI,WHU,2.88,3.14,2.59,3,1,11:38:00,WEEK 37,Saturday
BUR,ASV,2.43,3.24,3.01,1,0,11:38:00,WEEK 37,Saturday
MNU,NWC,2.24,3.07,3.57,1,1,11:38:00,WEEK 37,Saturday
TOT,WOL,2.24,3.07,3.57,2,2,11:38:00,WEEK 37,Saturday
WAT,MNC,6.08,4.37,1.52,0,3,11:38:00,WEEK 37,Saturday
LEI,ARS,2.88,3.23,2.53,1,2,11:38:00,WEEK 37,Saturday
CRY,EVE,3.00,3.16,2.49,3,1,11:38:00,WEEK 37,Saturday
SOU,LIV,6.08,4.37,1.52,1,3,11:38:00,WEEK 37,Saturday
SHU,BOU,2.43,3.24,3.01,1,0,11:38:00,WEEK 37,Saturday
WHU,CRY,1.94,3.32,4.25,1,0,11:40:00,WEEK 38,Saturday
NOR,MNU,4.38,3.33,1.91,1,2,11:40:00,WEEK 38,Saturday
ARS,CHE,2.43,3.24,3.02,3,3,11:40:00,WEEK 38,Saturday
ASV,SOU,2.45,3.19,3.03,0,2,11:40:00,WEEK 38,Saturday
WOL,WAT,1.86,3.42,4.51,1,2,11:40:00,WEEK 38,Saturday
EVE,SHU,1.46,4.36,7.20,0,3,11:40:00,WEEK 38,Saturday
NWC,TOT,2.48,3.20,2.98,1,0,11:40:00,WEEK 38,Saturday
LIV,BRI,1.29,5.52,10.1,3,2,11:40:00,WEEK 38,Saturday
MNC,BUR,1.23,6.21,13.0,2,1,11:40:00,WEEK 38,Saturday
BOU,LEI,2.88,3.14,2.59,2,2,11:40:00,WEEK 38,Saturday
MNC,CRY,1.42,4.55,7.93,3,0,11:42:00,WEEK 01,Saturday
WHU,WAT,1.94,3.32,4.25,4,0,11:42:00,WEEK 01,Saturday
BUR,TOT,4.38,3.33,1.91,2,3,11:42:00,WEEK 01,Saturday
MNU,NOR,1.46,4.38,7.18,2,1,11:42:00,WEEK 01,Saturday
CHE,SHU,1.46,4.38,7.18,0,0,11:42:00,WEEK 01,Saturday
ASV,ARS,3.54,3.00,2.30,1,0,11:42:00,WEEK 01,Saturday
LEI,NWC,2.43,3.23,3.02,5,1,11:42:00,WEEK 01,Saturday
BOU,BRI,2.29,3.02,3.53,4,1,11:42:00,WEEK 01,Saturday
WOL,EVE,2.38,3.20,3.13,1,2,11:42:00,WEEK 01,Saturday
SOU,LIV,6.08,4.37,1.52,0,1,11:42:00,WEEK 01,Saturday
EVE,MNU,2.48,3.20,2.98,2,2,11:44:00,WEEK 02,Saturday
BRI,LEI,2.88,3.14,2.59,2,0,11:44:00,WEEK 02,Saturday
SHU,SOU,3.02,3.19,2.46,1,1,11:44:00,WEEK 02,Saturday
NWC,WOL,2.38,3.20,3.13,0,2,11:44:00,WEEK 02,Saturday
NOR,BUR,2.24,3.07,3.58,0,1,11:44:00,WEEK 02,Saturday
MNC,WHU,1.47,4.38,7.03,3,1,11:44:00,WEEK 02,Saturday
TOT,CHE,2.43,3.24,3.02,2,2,11:44:00,WEEK 02,Saturday
ARS,BOU,1.65,3.63,5.82,2,1,11:44:00,WEEK 02,Saturday
WAT,ASV,1.96,3.25,4.27,4,0,11:44:00,WEEK 02,Saturday
CRY,LIV,6.08,4.37,1.52,0,2,11:44:00,WEEK 02,Saturday
CHE,NOR,1.46,4.38,7.18,3,2,11:46:00,WEEK 03,Saturday
LIV,SHU,1.23,6.21,13.0,3,2,11:46:00,WEEK 03,Saturday
BOU,WAT,2.45,3.19,3.03,2,1,11:46:00,WEEK 03,Saturday
BUR,EVE,3.84,3.16,2.10,2,1,11:46:00,WEEK 03,Saturday
WOL,BRI,1.65,3.63,5.82,1,0,11:46:00,WEEK 03,Saturday
MNU,NWC,2.24,3.07,3.57,1,2,11:46:00,WEEK 03,Saturday
SOU,TOT,3.19,3.18,2.36,3,0,11:46:00,WEEK 03,Saturday
WHU,CRY,1.94,3.32,4.25,1,0,11:46:00,WEEK 03,Saturday
ASV,MNC,7.60,4.66,1.42,1,1,11:46:00,WEEK 03,Saturday
LEI,ARS,2.88,3.23,2.53,1,4,11:46:00,WEEK 03,Saturday
NWC,BUR,1.46,4.36,7.20,4,1,11:48:00,WEEK 04,Saturday
TOT,LIV,3.52,3.65,2.02,0,2,11:48:00,WEEK 04,Saturday
WHU,ASV,1.77,3.43,5.15,0,2,11:48:00,WEEK 04,Saturday
BRI,MNU,3.54,3.00,2.30,3,1,11:48:00,WEEK 04,Saturday
EVE,CHE,2.48,3.20,2.98,1,3,11:48:00,WEEK 04,Saturday
NOR,SOU,3.02,3.19,2.46,3,3,11:48:00,WEEK 04,Saturday
CRY,SHU,1.76,3.44,5.15,2,1,11:48:00,WEEK 04,Saturday
MNC,BOU,1.29,5.52,10.1,4,1,11:48:00,WEEK 04,Saturday
ARS,WOL,2.24,3.07,3.57,2,0,11:48:00,WEEK 04,Saturday
WAT,LEI,2.44,3.21,3.03,0,0,11:48:00,WEEK 04,Saturday
BOU,WHU,2.88,3.14,2.59,1,1,11:50:00,WEEK 05,Saturday
BUR,BRI,2.43,3.24,3.01,1,1,11:50:00,WEEK 05,Saturday
LEI,MNC,5.07,3.91,1.67,1,3,11:50:00,WEEK 05,Saturday
SOU,EVE,3.00,3.16,2.49,1,3,11:50:00,WEEK 05,Saturday
LIV,NOR,1.23,6.21,13.0,5,1,11:50:00,WEEK 05,Saturday
CHE,NWC,2.24,3.07,3.57,1,1,11:50:00,WEEK 05,Saturday
MNU,ARS,2.43,3.24,3.02,1,1,11:50:00,WEEK 05,Saturday
ASV,CRY,2.45,3.19,3.03,2,1,11:50:00,WEEK 05,Saturday
SHU,TOT,4.38,3.33,1.91,0,1,11:50:00,WEEK 05,Saturday
WOL,WAT,1.86,3.42,4.51,1,1,11:50:00,WEEK 05,Saturday
CRY,TOT,3.19,3.18,2.36,3,0,11:52:00,WEEK 06,Saturday
WAT,MNU,3.19,3.18,2.36,1,0,11:52:00,WEEK 06,Saturday
BRI,CHE,3.54,3.00,2.30,2,2,11:52:00,WEEK 06,Saturday
ASV,BOU,2.29,3.02,3.53,2,3,11:52:00,WEEK 06,Saturday
EVE,LIV,4.16,3.81,1.82,2,1,11:52:00,WEEK 06,Saturday
NWC,SOU,1.86,3.42,4.51,1,2,11:52:00,WEEK 06,Saturday
WHU,LEI,2.30,2.97,3.55,0,0,11:52:00,WEEK 06,Saturday
MNC,WOL,1.57,4.03,6.02,2,1,11:52:00,WEEK 06,Saturday
NOR,SHU,2.24,3.07,3.58,1,2,11:52:00,WEEK 06,Saturday
ARS,BUR,1.46,4.38,7.18,1,1,11:52:00,WEEK 06,Saturday
BOU,CRY,2.45,3.19,3.03,1,0,11:54:00,WEEK 07,Saturday
WOL,WHU,2.15,3.09,3.79,3,1,11:54:00,WEEK 07,Saturday
MNU,MNC,3.52,3.65,2.02,2,4,11:54:00,WEEK 07,Saturday
SOU,BRI,1.96,3.25,4.27,2,0,11:54:00,WEEK 07,Saturday
SHU,EVE,3.84,3.16,2.10,1,1,11:54:00,WEEK 07,Saturday
LIV,NWC,1.57,4.03,6.02,1,1,11:54:00,WEEK 07,Saturday
TOT,NOR,1.46,4.38,7.18,2,1,11:54:00,WEEK 07,Saturday
BUR,WAT,3.02,3.19,2.46,2,2,11:54:00,WEEK 07,Saturday
CHE,ARS,2.43,3.24,3.02,1,2,11:54:00,WEEK 07,Saturday
LEI,ASV,1.77,3.43,5.15,4,0,11:54:00,WEEK 07,Saturday
EVE,TOT,2.48,3.20,2.98,2,2,11:56:00,WEEK 08,Saturday
ARS,SOU,1.86,3.41,4.51,1,1,11:56:00,WEEK 08,Saturday
BRI,LIV,7.60,4.66,1.42,2,3,11:56:00,WEEK 08,Saturday
WAT,CHE,3.19,3.18,2.36,2,2,11:56:00,WEEK 08,Saturday
ASV,WOL,3.03,3.20,2.44,2,2,11:56:00,WEEK 08,Saturday
MNC,BUR,1.23,6.21,13.0,2,1,11:56:00,WEEK 08,Saturday
WHU,MNU,2.88,3.23,2.53,2,3,11:56:00,WEEK 08,Saturday
